,0
AP3,87D9249C-9FC9-4B5B-A383-F2AAA5EB2D12
AP4,F371B399-4784-4684-AB94-F1724ED8FC81
AP6,9BB195FD-0F24-4469-8749-86E005917694
AP7,DAFF5971-31F3-4539-8F35-57948DC505F6
APAX PARTNERS LLP,8430B8DD-7006-4CF5-8D16-DE1B76202DEC
Apax Partners MidMarket SAS,1E9EE2BE-A82D-4C5F-A1E6-AE3786E38B6C
APG Asset Management,FDB69C98-1A00-4F89-B877-F5AFF10A0758
APICAP,D4656308-9255-4E24-9DDC-56FD71E036D4
Apis Partners LLP,1585A58E-C1B0-4627-BAE3-2E4367538153
Appian Holdings,AC9719F6-45B7-4462-B406-22CAE2C227BA
AQR Capital Management,AE3152C2-8013-46CF-B3C1-729EDC9BB6BC
AQTIS (Alliance québécoise des techniciens et techniciennes de l’image et du son),64C20CD8-DAE9-437A-B5A2-824BC66AEF2E
Arabesque Asset Management Ltd,6E9F2639-5A7C-475C-8DF6-B2C536A826CC
Arcano Group,4BE3D677-1612-45F0-89F0-1DCAC0EB8EE9
ARCH Capital Management Co. Ltd.,3D217F76-B49C-4CE4-8E2F-AB930772584B
Arctic Fund Management AS,3F866D73-8EAC-434E-AD9F-D8756B82D084
Arcus Infrastructure Partners LLP,1BF518C5-3E7F-4042-8868-B2C4477EF1F0
Ardea Investment Management,65D508E6-48EB-4B78-9B31-905B8EAA462C
Ardevora Asset Management LLP,263CE1BB-D22C-4E52-A2D3-266E767270E6
Ardian,25C33251-1520-41F9-8D6E-A3966D234ED9
Area One Farms,5CB6C442-FBC0-455A-9177-D394576FCBC9
Argon Asset Management (Proprietary) Limited,2342DABB-B1A1-41DD-8A67-0915F6F28478
Ario Advisory,3CC095EE-C20D-4D30-8D51-E0265E26BD5D
Arion Bank,F3EE0D5F-2612-4E02-9D2A-B8E6D999A3E1
Arisaig Partners (Asia) Pte Ltd,AA0B22B0-7B18-420F-ADDD-5700922DC254
"Aristotle Credit Partners, LLC",24D9ADB5-F931-46EA-91D8-FF3AEBED887A
Arkadiko Partners LLP,1FE6D2E6-29F4-48F7-893A-8618D2D9DABE
Arrowgrass Capital Partners LLP,592D6FE0-CCB2-461D-A44C-7BA260BC1DB6
"Arrowstreet Capital, Limited Partnership",A53F3703-AFC5-4CEE-9CA3-B199ACB9B37F
Artemis Investment Management,77DE725E-25D3-4111-81F4-A6F69AE71189
ARX Equity Partners,A21DFB60-0D99-41E7-9B3B-F6A1764C7027
AS Avaron Asset Management,F262CEA9-F39B-4418-A528-4C51FAB67880
As You Sow,B7B103DA-499A-4869-B567-5F8AAE603BBB
"Asahi Life Asset Management Co., Ltd.",71E2DB6E-6603-41B6-8E0F-69F682E4C145
ASEAN China Investment Fund LP,CBDD590A-13D1-44C7-8EF9-27FFDB0535C3
Ashburton Fund Managers (Pty) Ltd,254E3302-EAC5-4219-A4ED-124070B602B1
Ashmore Group plc,555A5DC0-11B0-4631-BE64-850B3CE1A073
Asia Research and Engagement,35134741-75D3-43EA-946D-51BFE82CFD3E
ASN Beleggingsinstellingen,D3EA5014-FDB2-4073-9217-C7FF81781104
Asper Investment Management Limited,9DE183BF-3BAC-49DB-8AC4-6FA1E6B236E5
ASR Nederland N.V.,B44372CC-A739-4632-9519-56B849F0D226
ASR Vermogensbeheer N.V.,51002B78-0DED-4690-B778-BE36FAFED174
Assenagon Asset Management S.A.,5D6005B8-0A6D-4D0F-9746-6EFA43CB2B84
"Asset Management One Co.,Ltd.",4DDC35B1-9DE5-4AA6-8C00-C9F425B2C52F
Assogestioni,75D2681E-01E7-4241-A794-27048AF5FD26
Astarte Capital Partners,FA162054-AEB6-40F0-8B51-96F4E1ACCB03
Astorg,79EB1E20-31A3-4288-B781-C20342D40CED
Athena Capital (Pty) Ltd,48A44485-03FB-4760-A612-73B34A394551
Atlant Fonder AB,73DB7E3E-279A-4765-ACC4-1AF26BC25FC2
Atlantic Bridge Capital,349F770F-8565-4CFE-927C-0C316EB38F09
ATP,EB1E7A56-B5E8-4CB4-B9E3-4C9021ADDDEE
AUA Private Equity Partners,DF536798-44E9-46DB-AF23-A17143D1806C
Aurica Capital,7E669D11-272C-4997-A72B-E8CBB727CD82
Auriel Investors LLP,D1095DDE-ED2F-4945-90A5-184F0156BC4F
Aurum Fund Management Ltd.,3A2ABC53-CD26-4843-8965-1D4610A6F307
Ausbil Investment Management,742D1C8E-C937-4FC5-8A0E-565153114E78
Auscap Asset Management,F294F2DC-9F18-4647-A5D1-6DE8085FFBB1
Australasian Centre for Corporate Responsiblity,1D6CE259-6784-4B8B-B307-02FE7C606858
Australian Capital Territory,19A5822F-95B3-4071-AD6C-01EBA60294B6
Australian Catholic Superannuation and Retirement Fund,B95BB6ED-E0D4-452C-94BB-9A620B275C21
Australian Council of Superannuation Investors (ACSI),6B2766D8-7481-455A-BD6D-2EB809719B37
Australian Ethical Investment Ltd.,CD3E9DCD-9898-4487-998A-0492992DD126
AustralianSuper,462538FF-0856-46AA-8466-8CD7F570B557
"Avanath Capital Management, LLC",98D4C494-2C38-4467-B0AF-A653A4ABAEF9
Avanda Investment Management,6E88F1F4-E465-4A51-9A6F-8C1E6EE8C8D6
AvantFaire Investment Management Limited (Provisional Signatory),7BF10053-5866-4B51-8D14-600F5605929F
Avanz Capital,7B37384B-733E-48B2-8B3B-00E95BF4131E
Avenir Capital,6518FE5E-77B6-4D89-AB05-3616105DBDCD
Aviva Investors,1F893633-F4DE-471C-9400-169ED213D12D
Aviva Staff Pension Trustee Ltd,674F6D34-2FE5-4394-A643-17C6D4CDF541
AXA Group,1200837D-C123-4174-A94E-08BD04366BCF
AXA Investment Managers,0F5591DE-3E66-4595-B662-C9CE864688AE
Axcel,277CC54A-C581-4222-89A9-9F934EFEDDA0
Axiom Alternative Investments,FE06BAA1-A68C-4B83-AB2C-62A842DBFBB7
Azimuth Capital Management,878610B4-D08C-4FB7-9C54-457648025539
Azulis Capital,CBC4E706-AC2F-44B4-B058-F7E43228D3D8
B &amp; Capital,B622B967-F394-4AEE-803A-BBA429ACAFBD
B3,48D1B685-B94C-4021-A020-5868129D36B7
Baillie Gifford,850D1EA0-530A-4B7A-A063-D5B8E054E96B
Baird Capital Partners Europe Limited (BCPE),B54725DD-CC9F-4409-A82F-D5D0EB296D87
Baker Gilmore &amp; Associates,D3266538-0AEB-407B-AA85-0BA4CDA974B2
BaltCap,A2002FFE-7858-498B-AE4B-45BFABBDF424
Bamboo Capital Partners,486408BE-6595-496D-97BD-81B6B32C1D3D
Banco BTG Pactual S.A.,F3AF6A2C-E729-473B-B0A5-2CD285345D41
Bancolombia,39247F85-C041-4EFA-8D85-D732CE731F9B
Bank J. Safra Sarasin Ltd,73E4E81E-7CC7-4FBB-834F-4BC3B8588D64
Bank Julius Baer &amp; Co. Ltd.,DA958C48-9F1A-4039-BBFE-E29B8E6B289D
Bank of America Global Wealth and Investment Management,A91F8E23-2D06-4DFF-8148-17509A7BB8F4
Bankhaus Schelhammer &amp; Schattera AG,6C33CB4F-B2E0-459D-B1E2-0CD23D175FA8
BankInvest,D426668B-D2E1-440E-8BA8-8639F7629E83
"BanSabadell Pensiones E.G.F.P., S.A.",76093128-404B-40E7-9660-06A07716BB2A
Bantleon Bank AG,D4952060-9DC8-4EC9-B2CB-A7119CD5EABB
Baobab Capital (Pty) Ltd,8FC9F37C-EC9C-481A-9AE7-039EEF1AC690
Barclays Asset Management Limited,570331F8-4EF6-4C88-B119-B2F47E2841CE
Barclays Bank UK Retirement Fund,DC91F6A0-5016-4E38-8254-F2790ECB6FC5
Baring Private Equity Partners España,DD99FC3F-BC1C-44D5-B181-53242AC2A5FC
Barings LLC,AEEDFB10-4F2A-4107-8BA8-580D7BFB3936
Barmenia Versicherungen,04F2F9D6-B653-4443-ADA6-F914AEBC9849
"Barrow, Hanley, Mewhinney &amp; Strauss, LLC",479042AD-B320-4B30-B375-EB4712661EEA
Basalt Infrastructure Partners,0E6ED229-7B8E-4864-B558-552FF5B4D285
Basellandschaftliche Kantonalbank,E10DED57-B2FD-4827-B4B3-85DA59EA3F9E
Bâtirente,2816AEA1-8CC7-447C-BB5F-D98CC6EFC654
Bayerische Versorgungskammer,37C52B3D-6FEC-4281-816E-79C478E16C6C
BayernInvest Kapitalverwaltungsgesellschaft mbH,A8E66A17-9A52-4ECD-B6CB-87E4729E30DE
BB DTVM,208F358A-D98F-42B8-98C7-EDE140AB2E04
BBC Pension Trust Limited,4926A849-EAD9-496D-9603-B2EB130F66EA
BBVA Fondo de Empleo,0608C87F-2372-48D5-8740-7821A82DDB88
BC Partners,C249F4E1-DE15-4785-B826-2CCB206751AC
BDL Capital Management,73F98E08-1D54-4F3D-A383-BA52BBC85D2A
Bell Asset Management,1766A3C5-341E-412C-B28E-43532DE49298
Bencis Capital Partners,E7955372-E77C-4249-BB1F-36937E4C8599
Bentall Kennedy,D52D5086-63C0-40A3-A86C-CF3DB6A3288E
Berkeley Partners LLP,A38A6FE4-9373-483B-B7AD-DF980E7F6FD1
Beshertine,66756848-ECC0-43E1-9738-898CDFDC07EB
Beyond Ratings,CC36A216-CAA7-4AC3-AEF1-5CB3125771FD
Birch Hill Equity Partners Management Inc.,D2BA59F8-0276-434D-85A7-151A635862C2
Birta lifeyrissjodurinn,29A655F7-0090-41F5-B4DC-2B764E1C9D78
Black Toro Capital,D4C6FA82-93B2-4069-894E-ABB99543AE24
BlackFin Capital Partners,ABBC6799-02FF-4E82-8F1E-B4968E17A9A2
BlackRock,D3F04CDF-B51D-4F29-95FD-1F9C69BCB778
BLI - Banque de Luxembourg Investments S.A.,8649413D-4C84-446A-B191-28B20ABA224C
Bloomberg L.P.,0C40F8C9-E88F-4A91-A1EA-2D9E37409C66
Bloomberg LP Retirement Plans,89BB7D63-24D4-4911-9069-BEC2B921883C
"Blue Harbour Group, L.P.",15DB2A2B-B8CE-499C-9E81-1D33976F7626
Blue Harvest SA,FF0D7FFA-F81E-4CDD-B3B7-4F92291C7A5D
Blue Sky Alternative Investments Limited,9B41D24F-9620-475A-A9BA-38441CB89359
Blue Wolf Capital Partners,7AE70EA1-96B4-4545-A491-D7BD2FE7BF60
BlueBay Asset Management LLP,D5297BB6-0532-4E01-BD09-EACB8D20111B
BlueGem Capital Partners LLP,282E762A-0F24-4E44-9F10-1CA8D44798AD
BlueOrchard Finance,7BFDB045-49DB-4CD0-9F3E-7FB062F75A6F
"BlueSky Investment Management, LLC",3F67AF5A-C98C-48C7-ACB0-4F311093B360
BMG Group Inc.,6A476ED5-B220-4FE1-9D7E-66ACACF1E181
BMO Global Asset Management,6DD40115-B84A-442A-9585-49A3081D3475
BNP Paribas Asset Management,0B261E38-9893-4A15-A92F-38B9C8760232
BNP Paribas Cardif,1BDDAC2B-E000-4C13-B878-2D07F6D407C5
BNP Paribas Real Estate Investment Management FRANCE,3AB17F2C-E345-438D-A496-E3D4BD9ECDBF
BNP Paribas Securities Services,64B05670-E061-4370-8122-CAF6171C8B86
Bonnefield Financial,53EE0C7C-98A4-4C78-A6D5-45763A4CF633
Boston Common Asset Management,545C7725-A3DF-46FF-A916-C96AFC3FF0CB
"Boston Partners Global Investors, Inc.",B3FFDD7E-E063-4AE6-95E1-F8061066C653
Boston Trust &amp; Investment Management Company,5BD3BB7A-3034-4178-AEA1-F5FBBD94CEFB
Boussard &amp; Gavaudan,DF8DF3C4-DCE5-400A-BC69-DB0F64C6F42C
Bouwinvest,0942EA43-20B1-4CE8-A2FA-DB17E53AD0DE
BP Pension Fund,C3BC9B25-2F32-4124-8CD2-EB2BF38DB2E1
BPE,33262600-AF1D-49E9-A672-B2EBCAB75591
Bpf AVH,967F6E9D-136F-47BA-BF41-2B0124636231
Bpf Bouw Stichting Bedrijfstakpensioenfonds voor de Bouwnijverheid,FB061601-D956-4B33-BAEC-B743CBCEEAF9
BPF Schilders,18F4CBB2-2CE3-4D03-AADC-A08A22F7DFD0
Bpifrance Investissement,278AC3F6-7DD6-4713-B9B2-9152BCA2CB2B
BPL Pensioen,5713DCDF-D320-4E48-BED0-5DE9DCBB91EC
Brabantse Ontwikkelings Maatschappij,B4190C28-3D32-43FD-ACE8-9687D007519F
Bradesco Asset Management,5E173958-46CE-4AA5-AC80-0BA9645FEC5C
Brandes Investment Partners,0963854B-2FCE-460E-9F88-37D7A6C1CE87
Brandon Capital Partners Pty Ltd,F2668A89-68D5-4881-A63E-7A340B2FAE53
"Brandywine Global Investment Management, LLC",43CB4A65-6B4E-40E9-80CB-AE4D21C31AB2
Brasilprev Seguros e Previdência,9A5ECC74-50B9-4CB3-A988-4209164ACA5E
Brawn Capital Limited,4F3FB3B5-6507-48C1-8112-DCA2B7C2309B
Breckinridge Capital Advisors,8FE41C7C-792C-4217-8797-1FE1597FFEA4
Bregal Investments,05464A6A-4D97-42F1-8652-63771A7D8AEC
Bridgepoint,C22D28EB-048D-4BD6-9149-6E0DED7669C2
Bridges Fund Management,2224D7C6-98AF-4D7C-9062-97D78A390531
"Brightwood Capital Advisors, LLC",2063810A-4577-4396-A39D-B00D904BC77A
British Columbia Investment Management Corporation,C9122E73-AFE0-4134-A1CA-F61340331CCC
British Columbia Municipal Pension Plan,AAE551A4-A5B3-40BF-B31D-AA531514664C
Brown Advisory,3E4CD06B-49C0-4CC9-980D-D6B4F4D01DAC
Brummer &amp; Partners AB,41C6103F-8101-4867-A83B-7A30DEAD959A
BRZ Investimentos Ltda,D545F97B-CA1C-45F0-816C-24BDFE013224
BT Financial Group,C8F2C436-03D8-407C-ACB2-6536A4C05819
BT Funds Management (NZ) Limited,4A72B869-DD5A-4492-A36C-01CE8AF1C437
BT Pension Scheme,D955C72A-0C17-4C96-91F9-49DE51F6B35F
Bupa,1D9B6FB1-1C7A-45F3-BFE5-1CF3C3DF01A4
BVK,C9B09349-C84B-4302-93A0-FE64E154809D
BW Equity GmbH,B3573886-1287-4D25-A182-87F286603BC4
